rs_id 	 so_term 	 ensembl_gene_ids 	 gene_symbols 	 distance 	 is_regulatory
rs10179686 	 intron_variant 	 ENSG00000152128 	 TMEM163 	 0 	 
rs10179986 	 nearest_gene_five_prime_end 	 ENSG00000152127 	 MGAT5 	 -13210 	 
rs1018040 	 nearest_gene_five_prime_end 	 ENSG00000092969 	 TGFB2 	 -186236 	 
rs10180496 	 nearest_gene_five_prime_end 	 ENSG00000071575 	 TRIB2 	 -111884 	 
rs10180522 	 nearest_gene_five_prime_end 	 ENSG00000169554 	 ZEB2 	 -789701 	 
rs10180663 	 intron_variant 	 ENSG00000138101 	 DTNB 	 0 	 
rs10181042 	 intron_variant 	 ENSG00000162927 	 PUS10 	 0 	 
rs10182181 	 nearest_gene_five_prime_end 	 ENSG00000138031 	 ADCY3 	 -7587 	 regulatory
rs1018326 	 nearest_gene_five_prime_end 	 ENSG00000170035 	 UBE2E3 	 -175824 	 
rs10183486 	 intron_variant 	 ENSG00000198586 	 TLK1 	 0 	 
rs10183640 	 intron_variant 	 ENSG00000007001 	 UPP2 	 0 	 
rs10184704 	 intron_variant 	 ENSG00000136732 	 GYPC 	 0 	 
rs10185142 	 downstream_gene_variant 	 ENSG00000132329 	 RAMP1 	 0 	 
rs10187066 	 intron_variant 	 ENSG00000115568 	 ZNF142 	 0 	 
rs10187424 	 intron_variant 	 ENSG00000118640 	 VAMP8 	 0 	 
rs10187654 	 nearest_gene_five_prime_end 	 ENSG00000144481 	 TRPM8 	 -11984 	 
rs10188217 	 intron_variant 	 ENSG00000162927 	 PUS10 	 0 	 
rs1018827 	 intron_variant 	 ENSG00000198734 	 F5 	 0 	 
rs1018836 	 nearest_gene_five_prime_end 	 ENSG00000123119 	 NECAB1 	 -233416 	 
rs10188442 	 intron_variant 	 ENSG00000183840 	 GPR39 	 0 	 
rs10189050 	 nearest_gene_five_prime_end 	 ENSG00000119771 	 KLHL29 	 -483531 	 regulatory
rs10189546 	 nearest_gene_five_prime_end 	 ENSG00000222014 	 RAB6C 	 -269380 	 regulatory
rs10189629 	 nearest_gene_five_prime_end 	 ENSG00000115602 	 IL1RL1 	 -48498 	 
rs10189761 	 nearest_gene_five_prime_end 	 ENSG00000151353 	 TMEM18 	 -31075 	 
rs10189857 	 intron_variant 	 ENSG00000119866 	 BCL11A 	 0 	 
rs10189905 	 nearest_gene_five_prime_end 	 ENSG00000119042 	 SATB2 	 -656880 	 
rs10190052 	 nearest_gene_five_prime_end 	 ENSG00000151353 	 TMEM18 	 -30765 	 
rs10190105 	 nearest_gene_five_prime_end 	 ENSG00000143933 	 CALM2 	 -77900 	 
rs10191411 	 nearest_gene_five_prime_end 	 ENSG00000135999 	 EPC2 	 -14041 	 
rs1019173 	 intron_variant 	 ENSG00000106648 	 GALNTL5 	 0 	 
rs10192369 	 nearest_gene_five_prime_end 	 ENSG00000153250 	 RBMS1 	 -30582 	 
rs1019238 	 intron_variant 	 ENSG00000153930 	 ANKFN1 	 0 	 
rs10193430 	 nearest_gene_five_prime_end 	 ENSG00000198914 	 POU3F3 	 -884618 	 
rs10194115 	 intron_variant 	 ENSG00000068724 	 TTC7A 	 0 	 
rs10195252 	 nearest_gene_five_prime_end 	 ENSG00000115290 	 GRB14 	 -34732 	 
rs10195263 	 nearest_gene_five_prime_end 	 ENSG00000115963 	 RND3 	 -330266 	 regulatory
rs10195871 	 intron_variant 	 ENSG00000119866 	 BCL11A 	 0 	 
rs1019670 	 nearest_gene_five_prime_end 	 ENSG00000214787 	 MS4A4E 	 -69962 	 
rs10197284 	 intron_variant 	 ENSG00000115604 	 IL18R1 	 0 	 
rs10197862 	 intron_variant 	 ENSG00000115602,ENSG00000115604 	 IL1RL1,IL18R1 	 0 	 
rs10197940 	 nearest_gene_five_prime_end 	 ENSG00000080345 	 RIF1 	 -12479 	 
rs10198175 	 nearest_gene_five_prime_end 	 ENSG00000084674 	 APOB 	 -109950 	 
rs10198552 	 intron_variant 	 ENSG00000153086 	 ACMSD 	 0 	 
rs10198628 	 nearest_gene_five_prime_end 	 ENSG00000071575 	 TRIB2 	 -107481 	 regulatory
rs10198756 	 nearest_gene_five_prime_end 	 ENSG00000114923 	 SLC4A3 	 -372605 	 
rs10199521 	 nearest_gene_five_prime_end 	 ENSG00000186487 	 MYT1L 	 -184480 	 
rs10199768 	 intron_variant 	 ENSG00000084674 	 APOB 	 0 	 
rs1020064 	 intron_variant 	 ENSG00000135966 	 TGFBRAP1 	 0 	 
rs10201872 	 intron_variant 	 ENSG00000079263 	 SP140 	 0 	 
rs10202231 	 nearest_gene_five_prime_end 	 ENSG00000119866 	 BCL11A 	 -280558 	 
rs10202497 	 intron_variant 	 ENSG00000163359 	 COL6A3 	 0 	 
rs10203166 	 nearest_gene_five_prime_end 	 ENSG00000119866 	 BCL11A 	 -990997 	 
rs1020388 	 nearest_gene_five_prime_end 	 ENSG00000164512 	 ANKRD55 	 -30840 	 
rs1020410 	 downstream_gene_variant 	 ENSG00000144320 	 KIAA1715 	 0 	 
rs10204325 	 nearest_gene_five_prime_end 	 ENSG00000005436 	 GCFC2 	 -437595 	 
rs10205487 	 intron_variant 	 ENSG00000059728 	 MXD1 	 0 	 
rs10206020 	 nearest_gene_five_prime_end 	 ENSG00000115705 	 TPO 	 -179931 	 
rs10206899 	 nearest_gene_five_prime_end 	 ENSG00000144035 	 NAT8 	 -31379 	 
rs10207060 	 nearest_gene_five_prime_end 	 ENSG00000130414 	 NDUFA10 	 -259807 	 
rs10207392 	 intron_variant 	 ENSG00000153093 	 ACOXL 	 0 	 
rs10207628 	 intron_variant 	 ENSG00000136717 	 BIN1 	 0 	 
rs1020820 	 intron_variant 	 ENSG00000157388 	 CACNA1D 	 0 	 
rs1020821 	 intron_variant 	 ENSG00000157388 	 CACNA1D 	 0 	 
rs10208309 	 intron_variant 	 ENSG00000162927 	 PUS10 	 0 	 
rs10208407 	 nearest_gene_five_prime_end 	 ENSG00000136560 	 TANK 	 -236290 	 
rs10208516 	 nearest_gene_five_prime_end 	 ENSG00000162951 	 LRRTM1 	 -1042884 	 
rs10209150 	 intron_variant 	 ENSG00000115232 	 ITGA4 	 0 	 
rs10210200 	 intron_variant 	 ENSG00000144452 	 ABCA12 	 0 	 
rs10210302 	 intron_variant 	 ENSG00000085978 	 ATG16L1 	 0 	 
rs10210358 	 intron_variant 	 ENSG00000168702 	 LRP1B 	 0 	 
rs10211524 	 nearest_gene_five_prime_end 	 ENSG00000115902 	 SLC1A4 	 -7537 	 
rs1021188 	 nearest_gene_five_prime_end 	 ENSG00000120659 	 TNFSF11 	 -20739 	 
rs10212363 	 intron_variant 	 ENSG00000170044 	 ZPLD1 	 0 	 
rs1021261 	 intron_variant 	 ENSG00000187398 	 LUZP2 	 0 	 
rs10213084 	 nearest_gene_five_prime_end 	 ENSG00000120519 	 SLC10A7 	 -56221 	 
rs10214886 	 nearest_gene_five_prime_end 	 ENSG00000168394 	 TAP1 	 -35611 	 
rs10214930 	 intron_variant 	 ENSG00000106052 	 TAX1BP1 	 0 	 
rs10216189 	 intron_variant 	 ENSG00000155034 	 FBXL18 	 0 	 
rs10216322 	 nearest_gene_five_prime_end 	 ENSG00000122585 	 NPY 	 -216456 	 
rs1021769 	 nearest_gene_five_prime_end 	 ENSG00000151292 	 CSNK1G3 	 -344640 	 regulatory
rs10218795 	 intron_variant 	 ENSG00000168509 	 HFE2 	 0 	 
rs10219495 	 nearest_gene_five_prime_end 	 ENSG00000205057 	 CLLU1OS 	 -68595 	 
rs10219670 	 nearest_gene_five_prime_end 	 ENSG00000074590 	 NUAK1 	 -425092 	 
rs10219673 	 nearest_gene_five_prime_end 	 ENSG00000139144 	 PIK3C2G 	 -760597 	 
rs10220309 	 nearest_gene_five_prime_end 	 ENSG00000211448 	 DIO2 	 -266959 	 
rs10221833 	 intron_variant 	 ENSG00000082438 	 COBLL1 	 0 	 
rs10224002 	 intron_variant 	 ENSG00000106617 	 PRKAG2 	 0 	 
rs10226084 	 nearest_gene_five_prime_end 	 ENSG00000071189 	 SNX13 	 -17487 	 
rs10226308 	 intron_variant 	 ENSG00000086289,ENSG00000086288 	 EPDR1,NME8 	 0 	 
rs10226930 	 nearest_gene_five_prime_end 	 ENSG00000164690 	 SHH 	 -232327 	 
rs10227331 	 nearest_gene_five_prime_end 	 ENSG00000105993 	 DNAJB6 	 -166862 	 
rs10227393 	 nearest_gene_five_prime_end 	 ENSG00000196511 	 TPK1 	 -529251 	 
rs102275 	 nearest_gene_five_prime_end 	 ENSG00000168496 	 FEN1 	 -2306 	 
rs10229583 	 downstream_gene_variant 	 ENSG00000106331,ENSG00000106328 	 PAX4,FSCN3 	 0 	 
rs10229603 	 nearest_gene_five_prime_end 	 ENSG00000164603 	 C7orf60 	 -48401 	 
rs1023008 	 intron_variant 	 ENSG00000033122 	 LRRC7 	 0 	 
rs10230193 	 intron_variant 	 ENSG00000185811 	 IKZF1 	 0 	 
rs10230207 	 nearest_gene_five_prime_end 	 ENSG00000105849 	 TWISTNB 	 -137403 	 
rs10231619 	 intron_variant 	 ENSG00000002746 	 HECW1 	 0 	 
rs10231759 	 nearest_gene_five_prime_end 	 ENSG00000002726 	 AOC1 	 -9543 	 
rs1023252 	 missense_variant 	 ENSG00000011021 	 CLCN6 	 0 	 
rs10232743 	 intron_variant 	 ENSG00000270617 	 URGCP-MRPS24 	 0 	 
rs10233425 	 nearest_gene_five_prime_end 	 ENSG00000146618 	 FERD3L 	 -111923 	 
rs10234749 	 nearest_gene_five_prime_end 	 ENSG00000196584 	 XRCC2 	 -14618 	 
rs1023500 	 intron_variant 	 ENSG00000100162 	 CENPM 	 0 	 
rs10235789 	 intron_variant 	 ENSG00000075213 	 SEMA3A 	 0 	 
rs10236237 	 intron_variant 	 ENSG00000182348 	 ZNF804B 	 0 	 
rs10237067 	 nearest_gene_five_prime_end 	 ENSG00000158321 	 AUTS2 	 -737246 	 
rs10237118 	 intron_variant 	 ENSG00000146966 	 DENND2A 	 0 	 
rs1023721 	 intron_variant 	 ENSG00000185774 	 KCNIP4 	 0 	 
rs10237317 	 intron_variant 	 ENSG00000158321 	 AUTS2 	 0 	 
rs10237735 	 nearest_gene_five_prime_end 	 ENSG00000154678 	 PDE1C 	 -37806 	 
rs10238623 	 intron_variant 	 ENSG00000146592 	 CREB5 	 0 	 
rs1024020 	 nearest_gene_five_prime_end 	 ENSG00000151466 	 SCLT1 	 -1122998 	 
rs1024161 	 nearest_gene_five_prime_end 	 ENSG00000163599 	 CTLA4 	 -10757 	 
rs10242100 	 downstream_gene_variant 	 ENSG00000002745 	 WNT16 	 0 	 
rs10242311 	 intron_variant 	 ENSG00000146776 	 ATXN7L1 	 0 	 
rs10242455 	 nearest_gene_five_prime_end 	 ENSG00000197037 	 ZSCAN25 	 -25609 	 
rs10243024 	 intron_variant 	 ENSG00000105976 	 MET 	 0 	 
rs10244051 	 nearest_gene_five_prime_end 	 ENSG00000136267 	 DGKB 	 -49430 	 
rs10245124 	 intron_variant 	 ENSG00000122584 	 NXPH1 	 0 	 
rs10246939 	 missense_variant 	 ENSG00000257138 	 TAS2R38 	 0 	 
rs10248351 	 intron_variant 	 ENSG00000182348 	 ZNF804B 	 0 	 
rs10248619 	 intron_variant 	 ENSG00000106070 	 GRB10 	 0 	 
rs1024889 	 nearest_gene_five_prime_end 	 ENSG00000187098 	 MITF 	 -674743 	 
rs10250997 	 nearest_gene_five_prime_end 	 ENSG00000181072 	 CHRM2 	 -406881 	 
rs10251504 	 intron_variant 	 ENSG00000187391 	 MAGI2 	 0 	 
rs10253216 	 intron_variant 	 ENSG00000106541 	 AGR2 	 0 	 
rs10253361 	 nearest_gene_five_prime_end 	 ENSG00000106278 	 PTPRZ1 	 -237914 	 
rs10255295 	 nearest_gene_five_prime_end 	 ENSG00000122787 	 AKR1D1 	 -171695 	 
rs10255299 	 intron_variant 	 ENSG00000128512 	 DOCK4 	 0 	 
rs10255329 	 nearest_gene_five_prime_end 	 ENSG00000006468 	 ETV1 	 -590828 	 
rs10255878 	 nearest_gene_five_prime_end 	 ENSG00000196636 	 SDHAF3 	 -271892 	 
rs10256972 	 intron_variant 	 ENSG00000146540 	 C7orf50 	 0 	 
rs10258482 	 downstream_gene_variant 	 ENSG00000105971 	 CAV2 	 0 	 
rs10259085 	 intron_variant 	 ENSG00000106392 	 C1GALT1 	 0 	 
rs10259199 	 nearest_gene_five_prime_end 	 ENSG00000106399 	 RPA3 	 -90673 	 
rs10260404 	 intron_variant 	 ENSG00000130226 	 DPP6 	 0 	 
rs1026153 	 nearest_gene_five_prime_end 	 ENSG00000074771 	 NOX3 	 -572147 	 
rs10261878 	 nearest_gene_five_prime_end 	 ENSG00000050344 	 NFE2L3 	 -241315 	 
rs10262453 	 intron_variant 	 ENSG00000122507 	 BBS9 	 0 	 
rs10262537 	 nearest_gene_five_prime_end 	 ENSG00000153956 	 CACNA2D1 	 -42125 	 
rs10262915 	 nearest_gene_five_prime_end 	 ENSG00000164692 	 COL1A2 	 -23400 	 
rs10263087 	 nearest_gene_five_prime_end 	 ENSG00000157219 	 HTR5A 	 -108434 	 
rs10263639 	 nearest_gene_five_prime_end 	 ENSG00000126524 	 SBDS 	 -598678 	 
rs1026364 	 3_prime_UTR_variant 	 ENSG00000176542 	 KIAA2018 	 0 	 
rs10263935 	 intron_variant 	 ENSG00000243335 	 KCTD7 	 0 	 
rs10265216 	 intron_variant 	 ENSG00000128585 	 MKLN1 	 0 	 
rs10266254 	 nearest_gene_five_prime_end 	 ENSG00000164647 	 STEAP1 	 -19825 	 
rs10266483 	 intron_variant 	 ENSG00000223614 	 ZNF735 	 0 	 
rs10267337 	 nearest_gene_five_prime_end 	 ENSG00000164690 	 SHH 	 -163781 	 
rs10267836 	 nearest_gene_five_prime_end 	 ENSG00000106113 	 CRHR2 	 -15837 	 
rs10269783 	 nearest_gene_five_prime_end 	 ENSG00000188730 	 VWC2 	 -197054 	 
rs10270308 	 synonymous_variant 	 ENSG00000128536 	 CDHR3 	 0 	 
rs10270805 	 downstream_gene_variant 	 ENSG00000171243 	 SOSTDC1 	 0 	 
rs10271626 	 nearest_gene_five_prime_end 	 ENSG00000153993 	 SEMA3D 	 -139732 	 
rs10273639 	 intron_variant 	 ENSG00000275896 	 PRSS2 	 0 	 
rs10273775 	 intron_variant 	 ENSG00000174469 	 CNTNAP2 	 0 	 
rs10274279 	 intron_variant 	 ENSG00000155093 	 PTPRN2 	 0 	 
rs10274759 	 nearest_gene_five_prime_end 	 ENSG00000135272 	 MDFIC 	 -352399 	 
rs10275044 	 intron_variant 	 ENSG00000164853 	 UNCX 	 0 	 
rs10275045 	 intron_variant 	 ENSG00000002822 	 MAD1L1 	 0 	 
rs10275663 	 intron_variant 	 ENSG00000106070 	 GRB10 	 0 	 
rs1027643 	 nearest_gene_five_prime_end 	 ENSG00000175745 	 NR2F1 	 -1025252 	 
rs10276619 	 nearest_gene_five_prime_end 	 ENSG00000185811 	 IKZF1 	 -30368 	 
rs10277115 	 nearest_gene_five_prime_end 	 ENSG00000164853 	 UNCX 	 -12651 	 regulatory
rs10277209 	 nearest_gene_five_prime_end 	 ENSG00000177683 	 THAP5 	 -793766 	 
rs1027730 	 nearest_gene_five_prime_end 	 ENSG00000205133 	 TRIQK 	 -55636 	 
rs10277664 	 intron_variant 	 ENSG00000059377 	 TBXAS1 	 0 	 
rs10278040 	 downstream_gene_variant 	 ENSG00000221909 	 FAM200A 	 0 	 
rs1027841 	 intron_variant 	 ENSG00000151612 	 ZNF827 	 0 	 
rs10279573 	 intron_variant 	 ENSG00000184903 	 IMMP2L 	 0 	 
rs1028166 	 nearest_gene_five_prime_end 	 ENSG00000218336 	 TENM3 	 -251842 	 
rs1028444 	 nearest_gene_five_prime_end 	 ENSG00000125798 	 FOXA2 	 -299035 	 
rs1028488 	 nearest_gene_five_prime_end 	 ENSG00000112584,ENSG00000112584 	 FAM120B,FAM120B 	 -9316 	 
rs1028771 	 intron_variant 	 ENSG00000058085 	 LAMC2 	 0 	 
rs1029295 	 nearest_gene_five_prime_end 	 ENSG00000168394 	 TAP1 	 -34674 	 
rs1029296 	 nearest_gene_five_prime_end 	 ENSG00000168394 	 TAP1 	 -34573 	 
rs1029534 	 intron_variant 	 ENSG00000153814 	 JAZF1 	 0 	 
rs1030420 	 intron_variant 	 ENSG00000147576 	 ADHFE1 	 0 	 
rs1030877 	 intron_variant 	 ENSG00000135966 	 TGFBRAP1 	 0 	 
rs1031261 	 intron_variant 	 ENSG00000018699 	 TTC27 	 0 	 
rs1031381 	 intron_variant 	 ENSG00000151503 	 NCAPD3 	 0 	 
rs1031391 	 intron_variant 	 ENSG00000111215,ENSG00000255374,ENSG00000256188 	 PRR4,TAS2R43,TAS2R30 	 0 	 
rs1031925 	 intron_variant 	 ENSG00000088538 	 DOCK3 	 0 	 
rs1032355 	 intron_variant 	 ENSG00000138823 	 MTTP 	 0 	 
rs1032757 	 nearest_gene_five_prime_end 	 ENSG00000205464 	 ATP6AP1L 	 -364036 	 
rs1032859 	 intron_variant 	 ENSG00000145779 	 TNFAIP8 	 0 	 
rs103294 	 nearest_gene_five_prime_end 	 ENSG00000131042,ENSG00000131042 	 LILRB2,LILRB2 	 -12677 	 
rs1033180 	 nearest_gene_five_prime_end 	 ENSG00000137265 	 IRF4 	 -8193 	 
rs1033284 	 intron_variant 	 ENSG00000168702 	 LRP1B 	 0 	 
rs1033667 	 intron_variant 	 ENSG00000183765 	 CHEK2 	 0 	 
rs1033962 	 intron_variant 	 ENSG00000099256 	 PRTFDC1 	 0 	 
rs1034200 	 nearest_gene_five_prime_end 	 ENSG00000279282 	 AL354828.1 	 -9401 	 
rs1034394 	 nearest_gene_five_prime_end 	 ENSG00000133424 	 LARGE 	 -504995 	 regulatory
rs1034566 	 intron_variant 	 ENSG00000099889 	 ARVCF 	 0 	 
rs1035050 	 nearest_gene_five_prime_end 	 ENSG00000064300 	 NGFR 	 -8643 	 regulatory
rs1035147 	 nearest_gene_five_prime_end 	 ENSG00000106460 	 TMEM106B 	 -155901 	 
rs1035209 	 nearest_gene_five_prime_end 	 ENSG00000155287 	 SLC25A28 	 -35000 	 
rs1035275 	 intron_variant 	 ENSG00000163637 	 PRICKLE2 	 0 	 
rs1035942 	 intron_variant 	 ENSG00000171105 	 INSR 	 0 	 
rs1036429 	 intron_variant 	 ENSG00000139343,ENSG00000165972 	 SNRPF,CCDC38 	 0 	 
rs1036476 	 intron_variant 	 ENSG00000166147 	 FBN1 	 0 	 
rs1036736 	 nearest_gene_five_prime_end 	 ENSG00000198914 	 POU3F3 	 -893436 	 
rs1036797 	 nearest_gene_five_prime_end 	 ENSG00000163638 	 ADAMTS9 	 -212434 	 
rs1036819 	 nearest_gene_five_prime_end 	 ENSG00000131773 	 KHDRBS3 	 -857755 	 
rs1036821 	 intron_variant 	 ENSG00000066827 	 ZFAT 	 0 	 
rs1037757 	 nearest_gene_five_prime_end 	 ENSG00000166562 	 SEC11C 	 -54655 	 
rs1038094 	 nearest_gene_five_prime_end 	 ENSG00000205363 	 C15orf59 	 -32651 	 
rs1038304 	 intron_variant 	 ENSG00000120262 	 CCDC170 	 0 	 
rs1039002 	 nearest_gene_five_prime_end 	 ENSG00000164458 	 T 	 -426731 	 
rs1039302 	 intron_variant 	 ENSG00000157837 	 SPPL3 	 0 	 
rs1039443 	 nearest_gene_five_prime_end 	 ENSG00000183654 	 MARCH11 	 -142769 	 
rs10400317 	 nearest_gene_five_prime_end 	 ENSG00000148948 	 LRRC4C 	 -897602 	 
rs10400419 	 nearest_gene_five_prime_end 	 ENSG00000139233 	 LLPH 	 -134580 	 
rs10401193 	 intron_variant 	 ENSG00000167491 	 GATAD2A 	 0 	 
rs10401969 	 intron_variant 	 ENSG00000105705 	 SUGP1 	 0 	 
rs10402629 	 nearest_gene_five_prime_end 	 ENSG00000005206 	 SPPL2B 	 -4156 	 
rs10403021 	 nearest_gene_five_prime_end 	 ENSG00000105171 	 POP4 	 -15320 	 
rs10404342 	 intron_variant 	 ENSG00000197951 	 ZNF71 	 0 	 
rs10404486 	 nearest_gene_five_prime_end 	 ENSG00000213020 	 ZNF611 	 -45808 	 
rs10404998 	 intron_variant 	 ENSG00000197360 	 ZNF98 	 0 	 
rs10406174 	 downstream_gene_variant 	 ENSG00000077009 	 NMRK2 	 0 	 
rs10407640 	 intron_variant 	 ENSG00000166398 	 KIAA0355 	 0 	 
rs10408126 	 intron_variant 	 ENSG00000160877 	 NACC1 	 0 	 
rs1040994 	 nearest_gene_five_prime_end 	 ENSG00000078401 	 EDN1 	 -93383 	 
rs10411161 	 intron_variant 	 ENSG00000161551 	 ZNF577 	 0 	 
rs10411195 	 intron_variant 	 ENSG00000184635 	 ZNF93 	 0 	 
rs10411210 	 intron_variant 	 ENSG00000131941 	 RHPN2 	 0 	 
rs10411428 	 nearest_gene_five_prime_end 	 ENSG00000197608 	 ZNF841 	 -8746 	 
rs10411619 	 nearest_gene_five_prime_end 	 ENSG00000188033 	 ZNF490 	 -1512 	 
rs10411936 	 intron_variant 	 ENSG00000127527 	 EPS15L1 	 0 	 
rs10412199 	 3_prime_UTR_variant 	 ENSG00000167654 	 ATCAY 	 0 	 
rs10412972 	 upstream_gene_variant 	 ENSG00000254415,ENSG00000268500 	 SIGLEC14,AC018755.18 	 0 	 
rs10414149 	 intron_variant 	 ENSG00000268500,ENSG00000105501 	 AC018755.18,SIGLEC5 	 0 	 
rs10414410 	 nearest_gene_five_prime_end 	 ENSG00000105171 	 POP4 	 -8917 	 
rs1041449 	 intron_variant 	 ENSG00000184012 	 TMPRSS2 	 0 	 
rs10414689 	 nearest_gene_five_prime_end 	 ENSG00000142549 	 IGLON5 	 -18803 	 regulatory
rs10416218 	 intron_variant 	 ENSG00000076650 	 GPATCH1 	 0 	 
rs10416265 	 missense_variant 	 ENSG00000076650 	 GPATCH1 	 0 	 
rs10416963 	 intron_variant 	 ENSG00000130477 	 UNC13A 	 0 	 
rs10418356 	 intron_variant 	 ENSG00000198597 	 ZNF536 	 0 	 
rs10419226 	 intron_variant 	 ENSG00000105662 	 CRTC1 	 0 	 
rs1042026 	 3_prime_UTR_variant 	 ENSG00000196616 	 ADH1B 	 0 	 
rs1042034 	 missense_variant 	 ENSG00000084674 	 APOB 	 0 	 
rs1042058 	 synonymous_variant 	 ENSG00000107968 	 MAP3K8 	 0 	 
rs1042151 	 missense_variant 	 ENSG00000223865 	 HLA-DPB1 	 0 	 
rs10423674 	 intron_variant 	 ENSG00000105662 	 CRTC1 	 0 	 
rs10423754 	 nearest_gene_five_prime_end 	 ENSG00000170906 	 NDUFA3 	 -1338 	 
rs10423928 	 intron_variant 	 ENSG00000010310 	 GIPR 	 0 	 
rs10424878 	 intron_variant 	 ENSG00000167751 	 KLK2 	 0 	 
rs10425935 	 nearest_gene_five_prime_end 	 ENSG00000187135 	 VSTM2B 	 -109299 	 
rs1042602 	 missense_variant 	 ENSG00000077498 	 TYR 	 0 	 
rs1042725 	 3_prime_UTR_variant 	 ENSG00000149948 	 HMGA2 	 0 	 
rs10427255 	 nearest_gene_five_prime_end 	 ENSG00000169554 	 ZEB2 	 -843371 	 
rs1042779 	 missense_variant 	 ENSG00000055957 	 ITIH1 	 0 	 
rs10428132 	 intron_variant 	 ENSG00000185313 	 SCN10A 	 0 	 
rs10428959 	 intron_variant 	 ENSG00000128512 	 DOCK4 	 0 	 
rs10429035 	 intron_variant 	 ENSG00000127922 	 SHFM1 	 0 	 
rs10429371 	 nearest_gene_five_prime_end 	 ENSG00000156103 	 MMP16 	 -653233 	 
rs10429475 	 nearest_gene_five_prime_end 	 ENSG00000136869 	 TLR4 	 -659135 	 
rs10429924 	 nearest_gene_five_prime_end 	 ENSG00000173728 	 C1orf100 	 -125373 	 
rs1043099 	 3_prime_UTR_variant 	 ENSG00000239282,ENSG00000248751 	 GATSL3,RP1-130H16.18 	 0 	 
rs10431058 	 intron_variant 	 ENSG00000110675 	 ELMOD1 	 0 	 
rs10431386 	 intron_variant 	 ENSG00000110917 	 MLEC 	 0 	 
rs10431397 	 intron_variant 	 ENSG00000171435 	 KSR2 	 0 	 
rs10432496 	 nearest_gene_five_prime_end 	 ENSG00000187123 	 LYPD6 	 -39221 	 regulatory
rs1043274 	 3_prime_UTR_variant 	 ENSG00000174151 	 CYB561D1 	 0 	 
rs10433903 	 nearest_gene_five_prime_end 	 ENSG00000174599 	 TRAM1L1 	 -86404 	 
rs1043515 	 3_prime_UTR_variant 	 ENSG00000276293 	 PIP4K2B 	 0 	 
rs10435736 	 nearest_gene_five_prime_end 	 ENSG00000122729 	 ACO1 	 -964686 	 
rs1043607 	 3_prime_UTR_variant 	 ENSG00000139364 	 TMEM132B 	 0 	 
rs10437629 	 intron_variant 	 ENSG00000110427 	 KIAA1549L 	 0 	 
rs1043763 	 3_prime_UTR_variant 	 ENSG00000175727 	 MLXIP 	 0 	 
rs1043879 	 missense_variant 	 ENSG00000117616 	 RSRP1 	 0 	 
rs10438933 	 nearest_gene_five_prime_end 	 ENSG00000118276 	 B4GALT6 	 -7329 	 
rs10439884 	 intron_variant 	 ENSG00000274391 	 TPTE 	 0 	 
rs10440635 	 nearest_gene_five_prime_end 	 ENSG00000171522 	 PTGER4 	 -188810 	 regulatory
rs10440833 	 intron_variant 	 ENSG00000145996 	 CDKAL1 	 0 	 
rs10441737 	 intron_variant 	 ENSG00000173258 	 ZNF483 	 0 	 
rs10443196 	 intron_variant 	 ENSG00000117598 	 LPPR5 	 0 	 
rs10443215 	 nearest_gene_five_prime_end 	 ENSG00000162402 	 USP24 	 -431987 	 
rs1044352 	 3_prime_UTR_variant 	 ENSG00000169851 	 PCDH7 	 0 	 
rs10444502 	 intron_variant 	 ENSG00000171435 	 KSR2 	 0 	 
rs10444533 	 intron_variant 	 ENSG00000111785 	 RIC8B 	 0 	 
rs10445033 	 intron_variant 	 ENSG00000103335 	 PIEZO1 	 0 	 
rs10445407 	 intron_variant 	 ENSG00000157637 	 SLC38A10 	 0 	 
rs10445672 	 nearest_gene_five_prime_end 	 ENSG00000169554 	 ZEB2 	 -823102 	 
rs1044573 	 3_prime_UTR_variant 	 ENSG00000197586 	 ENTPD6 	 0 	 
rs10447248 	 nearest_gene_five_prime_end 	 ENSG00000151422 	 FER 	 -167787 	 
rs10447419 	 intron_variant 	 ENSG00000164483 	 SAMD3 	 0 	 
rs10448044 	 nearest_gene_five_prime_end 	 ENSG00000104432 	 IL7 	 -385673 	 
rs10448080 	 intron_variant 	 ENSG00000012232 	 EXTL3 	 0 	 
rs1044826 	 intron_variant 	 ENSG00000175110 	 MRPS22 	 0 	 
rs1044873 	 3_prime_UTR_variant 	 ENSG00000140968 	 IRF8 	 0 	 
rs10453225 	 nearest_gene_five_prime_end 	 ENSG00000095209 	 TMEM38B 	 -463394 	 
rs10454142 	 nearest_gene_five_prime_end 	 ENSG00000162869 	 PPP1R21 	 -21338 	 
rs10455248 	 nearest_gene_five_prime_end 	 ENSG00000079841 	 RIMS1 	 -113948 	 
rs1045529 	 3_prime_UTR_variant 	 ENSG00000104626 	 ERI1 	 0 	 
rs10455590 	 nearest_gene_five_prime_end 	 ENSG00000188107 	 EYS 	 -181075 	 
rs10455657 	 nearest_gene_five_prime_end 	 ENSG00000135298 	 ADGRB3 	 -360329 	 
rs10455872 	 intron_variant 	 ENSG00000198670 	 LPA 	 0 	 
rs10456100 	 intron_variant 	 ENSG00000164626 	 KCNK5 	 0 	 
rs10456809 	 intron_variant 	 ENSG00000137177 	 KIF13A 	 0 	 
rs10457441 	 nearest_gene_five_prime_end 	 ENSG00000184486 	 POU3F2 	 -710348 	 
rs10457838 	 intron_variant 	 ENSG00000111962 	 UST 	 0 	 
